ASKA_name,Ecocyc_name,Keio_name,Synonyms,Accession-2,Left-End-Position,Right-End-Position,Direction,Product,RegulonDB,UniProt,Gene products (polypeptides and RNAs only),"Genes of polypeptide, complex, or RNA",growth (LB),normalized to median growth (LB),growth (M9+amino acids),normalized to median growth (M9+amino acids),COG_0204,COG_1025,EntrezID,COG_1025,COG_1025,
fbaB,fbaB,fbaB,dhnA,ECK2090,2177512,2178564,-,fructose-bisphosphate aldolase class I,b2097,P0A991,fructose-bisphosphate aldolase class I,fbaB,0.437734642,0.967510523,0.302324416,0.998961865,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,946632,nan,nan,
yagV,ecpE,yagV,yagV // matF,ECK0288,304495,305205,-,putative fimbrial chaperone EcpE,b0289,P77263,putative fimbrial chaperone EcpE,ecpE,0.500781734,1.106861443,0.316244524,1.044957676,nan,no COG,946631,nan,nan,
yegU,yegU,yegU,noSyn,ECK2092,2180095,2181099,+,putative ADP-ribosylglycohydrolase YegU,b2099,P76418,putative ADP-ribosylglycohydrolase YegU,yegU,0.436281291,0.964298229,0.302038519,0.998017183,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,946630,nan,nan,
pntA,pntA,pntA,noSyn,ECK1598,1676371,1677903,-,pyridine nucleotide transhydrogenase subunit &alpha;,b1603,P07001,pyridine nucleotide transhydrogenase subunit &alpha;,pntA,0.42974707,0.949855854,0.295057429,0.974949767,Energy production and conversion,Energy production and conversion,946628,nan,nan,
mrp,mrp,mrp,noSyn,ECK2106,2193059,2194168,-,P-loop NTPase family protein Mrp,b2113,P0AF08,P-loop NTPase family protein Mrp,mrp,0.445827943,0.98539888,0.321588057,1.062614156,"Cell cycle control, cell division, chromosome partitioning",Cell cycle control and cell division and chromosome partitioning,946627,nan,nan,
yegS,yegS,yegS,noSyn,ECK2082,2168712,2169611,+,lipid kinase YegS,b2086,P76407,lipid kinase YegS,yegS,0.433664982,0.958515486,0.307861234,1.017257011,Lipid transport and metabolism,Lipid transport and metabolism,946626,General function prediction only,nan,
tolA,tolA,tolA,cim // excC // lky // tol-2,ECK0728,776342,777607,+,Tol-Pal system protein TolA,b0739,P19934,Tol-Pal system protein TolA,tolA,0.365158793,0.807098504,0.204807352,0.676739038,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946625,nan,nan,
hpt,hpt,hpt,noSyn,ECK0124,141431,141967,+,hypoxanthine phosphoribosyltransferase,b0125,P0A9M2,hypoxanthine phosphoribosyltransferase,hpt,0.421353734,0.931304338,0.276830204,0.914722072,Nucleotide transport and metabolism,Nucleotide transport and metabolism,946624,nan,nan,
ccmH,ccmH,ccmH,yejP,ECK2186,2291358,2292410,-,holocytochrome <I>c</I> synthase CcmH component,b2194,P0ABM9,holocytochrome <I>c</I> synthase CcmH component,ccmH,0.458274299,1.012908653,0.29700585,0.981387878,"Posttranslational modification, protein turnover, chaperones",Posttranslational modification and protein turnover and chaperones,946623,Energy production and conversion,nan,
yfaT,yfaT,yfaT,noSyn,ECK2221,2334336,2334959,-,DUF1175 domain-containing protein YfaT,b2229,P76466,DUF1175 domain-containing protein YfaT,yfaT,0.437714682,0.967466406,0.297044957,0.9815171,Function unknown,Function unknown,946622,nan,nan,
yehC,yehC,yehC,noSyn,ECK2103,2190926,2191645,-,putative fimbrial chaperone YehC,b2110,P33342,putative fimbrial chaperone YehC,yehC,0.447613126,0.989344613,0.28509131,0.942019008,Extracellular structures,Extracellular structures,946621,nan,nan,
yfcO,yfcO,yfcO,noSyn,ECK2326,2449228,2450049,-,DUF2544 domain-containing protein YfcO,b2332,P76498,DUF2544 domain-containing protein YfcO,yfcO,0.451940112,0.998908407,0.298058105,0.984864815,nan,no COG,946620,nan,nan,
yehD,yehD,yehD,noSyn,ECK2104,2191680,2192222,-,putative fimbrial protein YehD,b2111,P33343,putative fimbrial protein YehD,yehD,0.400458554,0.885120409,0.299901651,0.990956392,Cell motility,Cell motility,946619,nan,nan,
yfaA,yfaA,yfaA,pufY,ECK2222,2334956,2336644,-,DUF2138 domain-containing protein YfaA,b2230,P17994,DUF2138 domain-containing protein YfaA,yfaA,0.441199998,0.975169886,0.291761174,0.964058046,Function unknown,Function unknown,946618,nan,nan,
yehB,yehB,yehB,noSyn,ECK2102,2188430,2190910,-,putative fimbrial usher protein YehB,b2109,P33341,putative fimbrial usher protein YehB,yehB,0.510255311,1.127800579,0.29524168,0.975558584,Cell motility,Cell motility,946617,Extracellular structures,nan,
yegR,yegR,yegR,noSyn,ECK2081,2167989,2168306,-,uncharacterized protein YegR,b2085,P76406,uncharacterized protein YegR,yegR,0.442694008,0.978472048,0.305107295,1.008157251,nan,no COG,946613,nan,nan,
baeS,baeS,baeS,noSyn,ECK2074,2162876,2164279,+,BaeS-<i>N</i>-phospho-L-histidine // sensor histidine kinase BaeS,b2078,P30847,BaeS-<i>N</i>-phospho-L-histidine // sensor histidine kinase BaeS,baeS,0.442419019,0.977864248,0.279545135,0.923692941,Signal transduction mechanisms,Signal transduction mechanisms,946611,nan,nan,
yegQ,trhP,yegQ,yegQ,ECK2077,2165668,2167029,+,tRNA wobble base hydroxylation protein TrhP,b2081,P76403,tRNA wobble base hydroxylation protein TrhP,trhP,0.450987987,0.996803956,0.313871142,1.037115376,"Translation, ribosomal structure and biogenesis",Translation and ribosomal structure and biogenesis,946609,nan,nan,
mdtC,mdtC,mdtC,yegO,ECK2072,2158386,2161463,+,multidrug efflux pump RND permease subunit MdtC,b2076,P76399,multidrug efflux pump RND permease subunit MdtC,mdtC,0.43341521,0.957963424,0.303916241,1.004221685,Defense mechanisms,Defense mechanisms,946608,nan,nan,
ubiG,ubiG,ubiG,pufX // yfaB,ECK2224,2339567,2340289,+,bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,b2232,P17993,bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,ubiG,0.426277844,0.942187937,0.293764554,0.970677756,Coenzyme transport and metabolism,Coenzyme transport and metabolism,946607,nan,nan,
mdtB,mdtB,mdtB,yegN,ECK2071,2155263,2158385,+,multidrug efflux pump RND permease subunit MdtB,b2075,P76398,multidrug efflux pump RND permease subunit MdtB,mdtB,0.438888047,0.970059857,0.303719712,1.0035723,Defense mechanisms,Defense mechanisms,946606,nan,nan,
baeR,baeR,baeR,noSyn,ECK2075,2164276,2164998,+,Phosphorylated DNA-binding transcriptional activator BaeR // DNA-binding transcriptional activator BaeR,b2079,P69228,Phosphorylated DNA-binding transcriptional activator BaeR // DNA-binding transcriptional activator BaeR,baeR,0.450558294,0.995854221,0.30185426,0.997408341,Transcription,Transcription,946605,Signal transduction mechanisms,nan,
mdtA,mdtA,mdtA,yegM,ECK2070,2154016,2155263,+,multidrug efflux pump membrane fusion protein MdtA,b2074,P76397,multidrug efflux pump membrane fusion protein MdtA,mdtA,0.445557567,0.984801278,0.31316992,1.034798351,Defense mechanisms,Defense mechanisms,946604,Cell wall/membrane/envelope biogenesis,nan,
gatC,gatC,gatC,noSyn,ECK2085,2172921,2174278,-,galactitol-specific PTS enzyme IIC component,b2092,P69831,galactitol-specific PTS enzyme IIC component,gatC,0.424770458,0.938856212,0.299369783,0.989198955,nan,no COG,946603,nan,nan,
yegL,yegL,yegL,noSyn,ECK2067,2152469,2153128,-,IPR002035 domain-containing protein YegL,b2073,P76396,IPR002035 domain-containing protein YegL,yegL,0.442854617,0.978827035,0.288877879,0.954530859,Function unknown,Function unknown,946602,nan,nan,
mdtD,mdtD,mdtD,yegB // iceT,ECK2073,2161464,2162879,+,putative multidrug efflux pump MdtD,b2077,P36554,putative multidrug efflux pump MdtD,mdtD,0.451185194,0.997239836,0.286633178,0.947113756,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,946601,nan,nan,
yegE,dgcE,yegE,yegE,ECK2061,2143266,2146583,+,putative diguanylate cyclase DgcE,b2067,P38097,putative diguanylate cyclase DgcE,dgcE,0.442067255,0.977086755,0.296943854,0.981183026,Signal transduction mechanisms,Signal transduction mechanisms,946600,Signal transduction mechanisms,nan,
gatD,gatD,gatD,noSyn,ECK2084,2171833,2172873,-,galactitol-1-phosphate 5-dehydrogenase,b2091,P0A9S3,galactitol-1-phosphate 5-dehydrogenase,gatD,0.439746551,0.97195738,0.293116619,0.968536806,Amino acid transport and metabolism,Amino acid transport and metabolism,946598,General function prediction only,nan,
udk,udk,udk,noSyn,ECK2060,2142307,2142948,-,uridine/cytidine kinase,b2066,P0A8F4,uridine/cytidine kinase,udk,0.438972075,0.97024558,0.305470532,1.009357484,Nucleotide transport and metabolism,Nucleotide transport and metabolism,946597,nan,nan,
yfaL,yfaL,yfaL,yfaF // yfaK // yfaJ,ECK2225,2340417,2344169,-,putative autotransporter adhesin YfaL,b2233,P45508,putative autotransporter adhesin YfaL,yfaL,0.434084411,0.959442537,0.301825185,0.99731227,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946595,Intracellular trafficking and secretion and and vesicular transport,nan,
ycdH,rutF,ycdH,ycdH,ECK0998,1069860,1070354,-,FMN reductase RutF,b1007,P75893,FMN reductase RutF,rutF,0.427007824,0.943801389,0.288794459,0.954255216,Energy production and conversion,Energy production and conversion,946594,nan,nan,
dcd,dcd,dcd,dus // paxA,ECK2059,2141634,2142215,-,dCTP deaminase,b2065,P28248,dCTP deaminase,dcd,0.423219995,0.935429276,0.269821537,0.891563536,Nucleotide transport and metabolism,Nucleotide transport and metabolism,946593,nan,nan,
hcp,hcp,hcp,priS // ybjW,ECK0864,912162,913814,-,protein <i>S</i>-nitrosylase,b0873,P75825,protein <i>S</i>-nitrosylase,hcp,0.4169683,0.921611358,0.284114741,0.938792159,Energy production and conversion,Energy production and conversion,946592,nan,nan,
yeaM,nimR,yeaM,yeaM,ECK1788,1874755,1875576,-,DNA-binding transcriptional repressor NimR,b1790,P76241,DNA-binding transcriptional repressor NimR,nimR,0.443134774,0.979446257,0.293885988,0.971079008,Transcription,Transcription,946590,nan,nan,
ycdG,rutG,ycdG,ycdG,ECK0997,1068511,1069839,-,pyrimidine:H<sup>+</sup> symporter,b1006,P75892,pyrimidine:H<sup>+</sup> symporter,rutG,0.444832241,0.983198114,0.286557041,0.946862181,Nucleotide transport and metabolism,Nucleotide transport and metabolism,946589,nan,nan,
wcaI,wcaI,wcaI,yefD,ECK2044,2124523,2125746,-,colanic acid biosynthesis fucosyltransferase WcaI,b2050,P32057,colanic acid biosynthesis fucosyltransferase WcaI,wcaI,0.455143183,1.005988051,0.312462085,1.032459472,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946588,nan,nan,
ydbK,ydbK,ydbK,pfo,ECK1374,1437260,1440784,-,putative pyruvate-flavodoxin oxidoreductase,b1378,P52647,putative pyruvate-flavodoxin oxidoreductase,ydbK,0.42637999,0.942413709,0.274755253,0.907865873,Energy production and conversion,Energy production and conversion,946587,Energy production and conversion,nan,
yafV,yafV,yafV,noSyn,ECK0220,239419,240189,-,2-oxoglutaramate amidase,b0219,Q47679,2-oxoglutaramate amidase,yafV,0.428788905,0.947738055,0.314938621,1.040642619,Defense mechanisms,Energy production and conversion,946585,nan,nan,
gsk,gsk,gsk,noSyn,ECK0471,500125,501429,+,inosine/guanosine kinase,b0477,P0AEW6,inosine/guanosine kinase,gsk,0.466768054,1.03168212,0.310359726,1.025512706,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,946584,nan,nan,
wcaJ,wcaJ,wcaJ,noSyn,ECK2041,2120160,2121554,-,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,b2047,P71241,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,wcaJ,0.441678621,0.976227771,0.30515233,1.008306058,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946583,Posttranslational modification and protein turnover and chaperones,nan,
asmA,asmA,asmA,yegA,ECK2058,2139759,2141612,-,putative assembly protein AsmA,b2064,P28249,putative assembly protein AsmA,asmA,0.433316208,0.957744604,0.318631015,1.052843289,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946582,nan,nan,
wzxC,wzxC,wzxC,wzx,ECK2040,2118680,2120158,-,colanic acid repeat unit flippase,b2046,P77377,colanic acid repeat unit flippase,wzxC,0.437637147,0.967295033,0.295920958,0.9778031,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946581,nan,nan,
cpsB,cpsB,cpsB,rfbM // manC // mni,ECK2043,2123084,2124520,-,mannose-1-phosphate guanylyltransferase,b2049,P24174,mannose-1-phosphate guanylyltransferase,cpsB,0.41809334,0.924097998,0.310395155,1.025629774,Carbohydrate transport and metabolism,Cell wall/membrane/envelope biogenesis,946580,Carbohydrate transport and metabolism,nan,
wcaC,wcaC,wcaC,noSyn,ECK2051,2130853,2132070,-,colanic acid biosynthesis galactosyltransferase WcaC,b2057,P71237,colanic acid biosynthesis galactosyltransferase WcaC,wcaC,0.450302682,0.995289249,0.314385946,1.03881643,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946579,nan,nan,
wcaF,wcaF,wcaF,noSyn,ECK2048,2128340,2128888,-,colanic acid biosynthesis acetyltransferase WcaF,b2054,P0ACD2,colanic acid biosynthesis acetyltransferase WcaF,wcaF,0.434595032,0.960571147,0.322762234,1.066493957,nan,General function prediction only,946578,nan,nan,
ybaL,ybaL,ybaL,ylaA,ECK0472,501562,503238,-,putative transporter YbaL,b0478,P39830,putative transporter YbaL,ybaL,0.469918856,1.038646235,0.306835186,1.013866671,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,946576,nan,nan,
dcuD,dcuD,dcuD,yhcL,ECK3216,3374869,3376236,+,putative transporter DcuD,b3227,P45428,putative transporter DcuD,dcuD,0.443673111,0.980636126,0.295770588,0.977306239,Energy production and conversion,Energy production and conversion,946575,nan,nan,
wcaB,wcaB,wcaB,noSyn,ECK2052,2132067,2132555,-,colanic acid biosynthesis acetyltransferase WcaB,b2058,P0ACC9,colanic acid biosynthesis acetyltransferase WcaB,wcaB,0.433894159,0.95902203,0.304076702,1.00475189,Amino acid transport and metabolism,Amino acid transport and metabolism,946573,nan,nan,
yeaD,yeaD,yeaD,yzzQ,ECK1778,1863850,1864734,+,putative aldose 1-epimerase YeaD,b1780,P39173,putative aldose 1-epimerase YeaD,yeaD,0.461144689,1.019252983,0.29538107,0.976019167,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,946572,nan,nan,
ugd,ugd,ugd,yefA // udg // UDG8 // pmrE,ECK2023,2098447,2099613,-,UDP-glucose 6-dehydrogenase,b2028,P76373,UDP-glucose 6-dehydrogenase,ugd,0.42314101,0.935254698,0.31653927,1.045931597,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946571,nan,nan,
wcaA,wcaA,wcaA,noSyn,ECK2053,2132558,2133397,-,"UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1,3)-glucuronosyltranferase",b2059,P77414,"UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1,3)-glucuronosyltranferase",wcaA,0.452682308,1.000548859,0.29886629,0.987535278,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946570,nan,nan,
wcaK,wcaK,wcaK,noSyn,ECK2039,2117124,2118404,-,putative colanic acid biosynthesis pyruvyl transferase WcaK,b2045,P71242,putative colanic acid biosynthesis pyruvyl transferase WcaK,wcaK,0.438830817,0.969933362,0.307980205,1.017650123,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946569,nan,nan,
yfeT,murR,yfeT,yfeT,ECK2422,2544752,2545609,-,DNA-binding transcriptional dual regulator MurR,b2427,P77245,DNA-binding transcriptional dual regulator MurR,murR,0.45772307,1.011690289,0.31290652,1.033928006,Transcription,Transcription,946568,nan,nan,
wzc,wzc,wzc,noSyn,ECK2054,2133490,2135652,-,protein-tyrosine kinase Wzc,b2060,P76387,protein-tyrosine kinase Wzc,wzc,0.445549176,0.984782731,0.304574566,1.006396971,"Cell cycle control, cell division, chromosome partitioning",Cell cycle control and cell division and chromosome partitioning,946567,Cell wall/membrane/envelope biogenesis,nan,
yegH,yegH,yegH,noSyn,ECK2057,2137902,2139485,+,inner membrane protein YegH,b2063,P76389,inner membrane protein YegH,yegH,0.430679197,0.951916105,0.308767996,1.020253199,General function prediction only,General function prediction only,946566,nan,nan,
wcaL,wcaL,wcaL,yefL,ECK2038,2115907,2117127,-,putative colanic acid biosynthesis glycosyl transferase WcaL,b2044,P71243,putative colanic acid biosynthesis glycosyl transferase WcaL,wcaL,0.444881653,0.983307327,0.303061769,1.001398277,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946565,nan,nan,
wzb,wzb,wzb,noSyn,ECK2055,2135655,2136098,-,protein-tyrosine phosphatase,b2061,P0AAB2,protein-tyrosine phosphatase,wzb,0.436007412,0.963692884,0.302113518,0.998265001,Signal transduction mechanisms,Signal transduction mechanisms,946564,nan,nan,
fcl,fcl,fcl,wcaG // yefB,ECK2046,2126225,2127190,-,GDP-L-fucose synthase,b2052,P32055,GDP-L-fucose synthase,fcl,0.429862681,0.950111385,0.273604122,0.904062224,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946563,nan,nan,
gmd,gmd,gmd,yefN // yefA,ECK2047,2127193,2128314,-,"GDP-mannose 4,6-dehydratase",b2053,P0AC88,"GDP-mannose 4,6-dehydratase",gmd,0.444571465,0.982621729,0.309051679,1.021190565,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946562,nan,nan,
galF,galF,galF,wcaN // yefG,ECK2036,2113434,2114327,-,"UTP:glucose-1-phosphate uridylyltransferase, low activity",b2042,P0AAB6,"UTP:glucose-1-phosphate uridylyltransferase, low activity",galF,0.429271016,0.948803648,0.332309955,1.098042218,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946560,nan,nan,
nudD,gmm,nudD,nudD // wcaH // yefC,ECK2045,2125743,2126222,-,GDP-mannose mannosyl hydrolase,b2051,P32056,GDP-mannose mannosyl hydrolase,gmm,0.416965763,0.92160575,0.304472714,1.006060423,Nucleotide transport and metabolism,Nucleotide transport and metabolism,946559,nan,nan,
wza,wza,wza,noSyn,ECK2056,2136104,2137243,-,outer membrane polysaccharide export protein Wza,b2062,P0A930,outer membrane polysaccharide export protein Wza,wza,0.437337014,0.966631659,0.297391546,0.982662323,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946558,nan,nan,
rfbX,rfbX,rfbX,wzx // wzxB,ECK2031,2108337,2109584,-,polyisoprenol-linked O16-antigen repeat unit flippase,b2037,P37746,polyisoprenol-linked O16-antigen repeat unit flippase,rfbX,0.416519343,0.920619043,0.319595941,1.056031667,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,946557,nan,nan,
wbbJ,wbbJ,wbbJ,yefH,ECK2027,2104494,2105084,-,putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ,b2033,P37750,putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ,wbbJ,0.44202727,0.976998377,0.312178204,1.031521452,nan,General function prediction only,946556,nan,nan,
